pdf,table_pages,table_names
pdfs/Grenada/2018/cr18236-GrenadaBundle.pdf,33,"Table_2a._Grenada:_Operations_of_the_Central_Government,_2014–2023_(In_EC$_million)"
pdfs/Grenada/2018/cr18236-GrenadaBundle.pdf,34,"Table_2b._Grenada:_Operations_of_the_Central_Government,_2014–2023_(In_percent_of_GDP)"
pdfs/Grenada/2019/1GRDEA2019001.pdf,35,"Table_2a._Grenada:_Operations_of_the_Central_Government,_2014–2024_(In_EC$_million)"
pdfs/Grenada/2019/1GRDEA2019001.pdf,36,"Table_2b._Grenada:_Operations_of_the_Central_Government,_2014–2024_(In_percent_of_GDP)"
pdfs/Grenada/2019/1GRDEA2019001.pdf,38,"Table_4._Grenada:_Medium-Term_Central_Government_Financing,_2015–2018_(In_EC$_million)"
pdfs/Grenada/2020/1GRDEA2020001.pdf,22,Table_2a._Grenada:_Operations_of_the_Central_Government_(In_millions_of_EC_dollars)
pdfs/Grenada/2020/1GRDEA2020001.pdf,23,Table_2b._Grenada:_Operations_of_Central_Government_(In_percent_of_GDP)
pdfs/Grenada/2022/1GRDEA2022002.pdf,32,"Table_3a._Grenada:_Operations_of_the_Central_Government,_2017–27_(In_millions_of_EC_dollars)"
pdfs/Grenada/2022/1GRDEA2022002.pdf,33,"Table_3b._Grenada:_Operations_of_the_Central_Government,_2017–27_(In_percent_of_GDP)"
pdfs/Guatemala/2018/cr18154-GuatemalaBundle.pdf,32,Table_2._Guatemala:_Central_Government_Operations_and_Financial_Balance_(GFSM_2001_Classification)
pdfs/Guatemala/2019/1GTMEA2019001.pdf,34,Table_2._Guatemala:_Statement_of_the_Central_Government_Operations_
pdfs/Guatemala/2020/1GTMEA2020001.pdf,22,Table_2._Guatemala:_Statement_of_the_Central_Government_Operations_and_Financial_Balance_
pdfs/Guatemala/2021/1GTMEA2021001.pdf,34,Table_2._Guatemala:_Statement_of_the_Central_Government_Operations_
pdfs/Guinea/2018/cr18234.pdf,29,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2015–23_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2018/cr18234.pdf,30,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2015–23_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea/2019/1GINEA2019004.pdf,30,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,_2016–241_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2019/1GINEA2019004.pdf,31,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,_2016–241_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea/2019/cr1930-Guinea.pdf,31,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,_2015–231_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2019/cr1930-Guinea.pdf,32,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,_2015–231_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea/2020/031620.pdf,,""
pdfs/Guinea/2020/1GINEA2020001.pdf,,""
pdfs/Guinea/2020/1GINEA2020002.pdf,32,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2020/1GINEA2020002.pdf,33,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea/2020/1GINEA2020005.pdf,26,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2020/1GINEA2020005.pdf,27,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea/2021/1GINEA2021001.pdf,34,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,_2019-261_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Guinea/2021/1GINEA2021001.pdf,35,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2018–26_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Guinea-Bissau/2021/1GNBEA2021001.pdf,28,"Table_3a._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2018–25_(CFAF_billions)"
pdfs/Guinea-Bissau/2021/1GNBEA2021001.pdf,29,"Table_3b._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2018–25_(Percent_of_GDP)"
pdfs/Guinea-Bissau/2021/1GNBEA2021003.pdf,28,"Table_3a._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–26_(CFAF_billions)"
pdfs/Guinea-Bissau/2021/1GNBEA2021003.pdf,29,"Table_3b._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–26_(Percent_of_GDP)"
pdfs/Guinea-Bissau/2022/1GNBEA2022001.pdf,29,"Table_3a._Guinea-Bissau:_Central_Government_Operations,_2019–26_(CFAF_billions)"
pdfs/Guinea-Bissau/2022/1GNBEA2022001.pdf,30,"Table_3b._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–26_(Percent_of_GDP)"
pdfs/Guyana/2018/cr18220.pdf,35,Table_3a._Guyana:_Nonfinancial_Public_Sector_Operations_(In_billions_of_Guyanese_dollars)
pdfs/Guyana/2018/cr18220.pdf,36,Table_3b._Guyana:_Nonfinancial_Public_Sector_Operations_(In_percent_of_GDP)
pdfs/Guyana/2019/1GUYEA2019001.pdf,32,Table_3a._Guyana:_Public_Sector_Operations_(In_billions_of_Guyanese_dollars)
pdfs/Guyana/2019/1GUYEA2019001.pdf,33,Table_3b._Guyana:_Public_Sector_Operations_(In_percent_of_GDP)
pdfs/Guyana/2019/1GUYEA2019001.pdf,34,Table_3c._Guyana:_Public_Sector_Operations_(In_percent
pdfs/Haiti/2020/1HTIEA2020001.pdf,32,"Table_2a._Haiti:_Non-Financial_Public_Sector_Operations,_FY2017-24_(Fiscal_year_ending_September_30;_in_millions_of_gourdes)"
pdfs/Haiti/2020/1HTIEA2020001.pdf,33,"Table_2b._Haiti:_Non-Financial_Public_Sector_Operations,_FY2017–24_(Fiscal_year_ending_September_30;_percent_of_GDP)"
pdfs/Haiti/2020/1HTIEA2020003.pdf,15,"Table_2a._Haiti:_Non-Financial_Public_Sector_Operations,_FY2018–25_(Fiscal_year_ending_September_30;_In_millions_of_gourdes)"
pdfs/Haiti/2020/1HTIEA2020003.pdf,16,"Table_2b._Haiti:_Non-Financial_Public_Sector_Operations,_FY2018–25_(Fiscal_year_ending_September_30;_percent_of_GDP)"
pdfs/Honduras/2018/cr18206.pdf,34,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2018/cr18206.pdf,35,Table_3._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
pdfs/Honduras/2019/1HNDEA2019001.pdf,39,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2019/1HNDEA2019001.pdf,40,Table_3._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
pdfs/Honduras/2019/1HNDEA2019003.pdf,29,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2019/1HNDEA2019003.pdf,30,Table_3._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
pdfs/Honduras/2020/1HNDEA2020002.pdf,30,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_millions_of_Lempiras)
pdfs/Honduras/2020/1HNDEA2020002.pdf,31,Table_3._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2020/1HNDEA2020002.pdf,32,Table_4._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_millions_of_Lempiras)
pdfs/Honduras/2020/1HNDEA2020002.pdf,33,Table_5._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
pdfs/Honduras/2020/dsacr20186.pdf,30,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2020/dsacr20186.pdf,31,Table_3._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
pdfs/Honduras/2021/1HNDEA2021002.pdf,27,Table_2._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_millions_of_Lempiras)
pdfs/Honduras/2021/1HNDEA2021002.pdf,28,Table_3._Honduras:_Statement_of_Operations_of_the_Central_Government_(In_percent_of_GDP)
pdfs/Honduras/2021/1HNDEA2021002.pdf,29,Table_4._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_millions_of_Lempiras)
pdfs/Honduras/2021/1HNDEA2021002.pdf,30,Table_5._Honduras:_Statement_of_Operations_of_the_Nonfinancial_Public_Sector_(In_percent_of_GDP)
"pdfs/Hong Kong Special Administrative Region, People's Republic of China/2018/CR1816.pdf",43,"Table_3._Consolidated_Government_Account,_201213-202223_1_(In_percent_of_Fiscal_Year_GDP,_unless_otherwise_stated)"
"pdfs/Hong Kong Special Administrative Region, People's Republic of China/2019/1HKGEA2019003.pdf",41,"Table_3._Hong_Kong_SAR:_Consolidated_Government_Account,_2015–2024_1_"
"pdfs/Hong Kong Special Administrative Region, People's Republic of China/2019/cr1920-hk.pdf",49,"Table_3._Hong_Kong_SAR:_Consolidated_Government_Account,_2015-2023_1_(In_percent_of_GDP,_unless_stated_otherwise)"
"pdfs/Hong Kong Special Administrative Region, People's Republic of China/2022/1HKGEA2022001.pdf",44,"Table_3._Hong_Kong_SAR:_Consolidated_Government_Account,_2017_–26_1_"
pdfs/Hungary/2018/cr18252.pdf,33,"Table_3a._Hungary:_Consolidated_General_Government,_2013–23_(In_Billions_of_Forints)"
pdfs/Hungary/2018/cr18252.pdf,34,"Table_3b._Hungary:_Consolidated_General_Government,_2013–23_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Hungary/2019/1HUNEA2019001.pdf,25,"Table_3._Hungary:_Consolidated_General_Government,_2014–24_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Hungary/2021/1HUNEA2021001.pdf,28,"Table_3._Hungary:_Consolidated_General_Government,_2016–26_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Iceland/2018/cr18318.pdf,31,"Table_4._Iceland:_General_Government_Operations,_2014–23_(Percent_of_GDP)"
pdfs/Iceland/2018/cr18318.pdf,32,"Table_5._Iceland:_General_Government_Financial_Balance_Sheet,_2014–23_"
pdfs/Iceland/2019/1ISLEA2019001.pdf,34,"Table_4._Iceland:_General_Government_Operations,_2015–24_(Percent_of_GDP)"
pdfs/Iceland/2019/1ISLEA2019001.pdf,35,"Table_5._Iceland:_General_Government_Financial_Balance_Sheet,_2015–24_"
pdfs/Iceland/2021/1ISLEA2021001.pdf,38,"Table_4._Iceland:_General_Government_Operations,_2015–26_1_(Percent_of_GDP)"
pdfs/Iceland/2021/1ISLEA2021001.pdf,39,"Table_5._Iceland:_General_Government_Financial_Balance_Sheet,_2015–26_(Percent_of_GDP)"
pdfs/India/2018/cr18254.pdf,46,"Table_4._India:_Central_Government_Operations,_201415–201920_1_"
pdfs/India/2018/cr18254.pdf,47,"Table_5._India:_General_Government_Operations,_201415–201920_1_"
pdfs/India/2019/1INDEA2019001.pdf,48,"Table_5._India:_Central_Government_Operations,_201415–202021_1_"
pdfs/India/2019/1INDEA2019001.pdf,49,"Table_6._India:_General_Government_Operations,_201415–202021_1_"
pdfs/India/2021/1INDEA2021001.pdf,41,"Table_4._India:_Central_Government_Operations_1,_201718-202223_"
pdfs/India/2021/1INDEA2021001.pdf,42,"Table_5._India:_General_Government_Operations,_201718-202223_1_"
pdfs/Indonesia/2018/cr1832.pdf,43,"Table_5._Indonesia:_Summary_of_Central_Government_Operations,_2014–18_(In_trillions_of_rupiah)"
pdfs/Indonesia/2018/cr1832.pdf,44,"Table_6._Indonesia:_Summary_of_Central_Government_Operations,_2014–18_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Indonesia/2018/cr1832.pdf,45,"Table_7._Indonesia:_Summary_of_General_Government_Operations,_2014–18_"
pdfs/Indonesia/2019/1IDNEA2019001.pdf,48,"Table_5._Indonesia:_Summary_of_Central_Government_Operations,_2014–20_(In_trillions_of_rupiah)"
pdfs/Indonesia/2019/1IDNEA2019001.pdf,49,"Table_6._Indonesia:_Summary_of_Central_Government_Operations,_2014–20_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Indonesia/2019/1IDNEA2019001.pdf,50,"Table_7._Indonesia:_Summary_of_General_Government_Operations,_2014–20_"
pdfs/Indonesia/2021/1IDNEA2021001.pdf,43,"Table_5._Indonesia:_Summary_of_Central_Government_Operations,_2015–21_(In_trillions_of_rupiah)"
pdfs/Indonesia/2021/1IDNEA2021001.pdf,44,"Table_6._Indonesia:_Summary_of_Central_Government_Operations,_2015–21_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Indonesia/2021/1IDNEA2021001.pdf,45,"Table_7._Indonesia:_Summary_of_General_Government_Operations,_2015–21_"
pdfs/Indonesia/2022/1IDNEA2022001.pdf,43,"Table_5._Indonesia:_Summary_of_Central_Government_Operations,_2018?23_(In_trillions_of_rupiah)"
pdfs/Indonesia/2022/1IDNEA2022001.pdf,44,"Table_6._Indonesia:_Summary_of_Central_Government_Operations,_2018?23_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Indonesia/2022/1IDNEA2022001.pdf,45,"Table_7._Indonesia:_Summary_of_General_Government_Operations,_2018?23_"
"pdfs/Iran, Islamic Republic of/2018/cr1893.pdf",36,"Table_3._Islamic_Republic_of_Iran:_Augmented_Central_Government_Operations,_201516–_"
"pdfs/Iran, Islamic Republic of/2018/cr1893.pdf",37,"Table_4._Islamic_Republic_of_Iran:_Central_Government_Operations,_201516–202223_1_2_(In_percent_of_GDP)"
"pdfs/Iran, Islamic Republic of/2018/cr1893.pdf",38,"Table_5._Islamic_Republic_of_Iran:_Central_Government_Operations,_201516–202223_1_2_(In_billions_of_rials,_unless_otherwise_indicated)"
pdfs/Iraq/2019/1IRQEA2019001.pdf,34,"Table_2._Iraq:_Central_Government_Fiscal_Accounts,_2015–24_(In_trillions_of_Iraqi_dinars,_unless_otherwise_indicated)"
pdfs/Iraq/2019/1IRQEA2019001.pdf,35,"Table_3._Iraq:_Central_Government_Fiscal_Accounts,_2015–24_(In_percent_of_GDP)"
pdfs/Iraq/2019/1IRQEA2019001.pdf,36,"Table_4._Iraq:_Central_Government_Fiscal_Accounts,_2015–24_(In_percent_of_non-oil_GDP)"
pdfs/Iraq/2021/1IRQEA2021002.pdf,27,"Table_2._Iraq:_Central_Government_Fiscal_Accounts,_2016–26_(In_trillions_of_Iraqi_dinars,_unless_otherwise_indicated)"
pdfs/Iraq/2021/1IRQEA2021002.pdf,28,"Table_3._Iraq:_Central_Government_Fiscal_Accounts,_2016–26_(In_percent_of_GDP)"
pdfs/Iraq/2021/1IRQEA2021002.pdf,29,"Table_4._Iraq:_Central_Government_Fiscal_Accounts,_2016–26_(In_percent_of_non-oil_GDP)"
pdfs/Ireland/2018/cr18194.pdf,36,"Table_2._Ireland:_Statement_of_Operations_of_the_General_Government,_2016–23_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Ireland/2019/1IRLEA2019001.pdf,35,"Table_2._Statement_of_Operations_of_the_General_Government,_2016–24_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Ireland/2021/1IRLEA2021001.pdf,35,"Table_2._Ireland:_Statement_of_Operations_of_the_General_Government,_2017–26_(percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Israel/2018/cr18111.pdf,39,"Table_4._Israel:_Summary_of_Central_Government_Operations,_2013–19_1_(In_percent_of_GDP;_unless_otherwise_indicated)"
pdfs/Israel/2018/cr18111.pdf,40,"Table_5._Israel:_General_Government_Operations,_2013–19_(In_percent_of_GDP;_unless_otherwise_indicated)"
pdfs/Israel/2021/1ISREA2021001.pdf,41,"Table_4._Israel:_Summary_of_Central_Government_Operations,_2015–25_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Israel/2021/1ISREA2021001.pdf,42,"Table_5._Israel:_General_Government_Operations,_2015–25_"
pdfs/Israel/2022/1ISREA2022001.pdf,35,"Table_4._Israel:_Summary_of_Central_Government_Operations,_2017–27_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Israel/2022/1ISREA2022001.pdf,36,"Table_5._Israel:_General_Government_Operations,_2017–27_"
pdfs/Italy/2019/cr1940.pdf,37,"Table_2._Italy:_Statement_of_Operations—General_Government_(GFSM_2001_Format),_2010–23_"
pdfs/Italy/2020/1ITAEA2020001.pdf,9,"Table_2._Italy:_Statement_of_Operations–General_Government_(GFSM_2001_format),_2012–25_"
pdfs/Italy/2020/1ITAEA2020001.pdf,45,"Table_2._Italy:_Statement_of_Operations–General_Government_(GFSM_2001_Format),_2012–25_"
pdfs/Italy/2021/1ITAEA2021001.pdf,44,"Table_2._Italy:_Statement_of_Operations—General_Government_(GFSM_2001_format),_2012–26_"
pdfs/Jamaica/2018/cr18103-JamaicaBundle.pdf,39,Table_2._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaican_dollars)
pdfs/Jamaica/2018/cr18103-JamaicaBundle.pdf,40,Table_3._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Jamaica/2018/cr18304-JamaicaFourthReview.pdf,26,Table_2._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaican_dollars)
pdfs/Jamaica/2018/cr18304-JamaicaFourthReview.pdf,27,Table_3._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Jamaica/2019/1JAMEA2019001.pdf,26,Table_2._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaican_dollars)
pdfs/Jamaica/2019/1JAMEA2019001.pdf,27,Table_3._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Jamaica/2019/1JAMEA2019002.pdf,26,Table_2._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaican_Dollars)
pdfs/Jamaica/2019/1JAMEA2019002.pdf,27,Table_3._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Jamaica/2020/1JAMEA2020001.pdf,14,Table_2a._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaican_dollars)
pdfs/Jamaica/2020/1JAMEA2020001.pdf,15,Table_2b._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Jamaica/2022/1JAMEA2022001.pdf,40,Table_2a._Jamaica:_Summary_of_Central_Government_Operations_(In_millions_of_Jamaica_dollars)
pdfs/Jamaica/2022/1JAMEA2022001.pdf,41,Table_2b._Jamaica:_Summary_of_Central_Government_Operations_(In_percent_of_GDP)
pdfs/Japan/2018/cr18333.pdf,53,"Table_4._Japan:_General_Government_Operations,_2012–19_(In_percent_of_GDP)"
pdfs/Japan/2020/1JPNEA2020001.pdf,60,"Table_7._Japan:_General_Government_Operations,_2014–21_(In_Percent_of_GDP)"
pdfs/Japan/2022/1JPNEA2022001.pdf,42,"Table_4._Japan:_General_Government_Operations,_2019-27_(In_percent_of_GDP)"
pdfs/Jordan/2019/1JOREA2019001.pdf,35,"Table_2a._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2017–24_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2019/1JOREA2019001.pdf,36,"Table_2b._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2017–24_1_(In_percent_of_GDP)"
pdfs/Jordan/2019/1JOREA2019001.pdf,37,"Table_2c._Jordan:_Central_Government:_Summary_of_Quarterly_Fiscal_Operations,_2018–20_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2020/1JOREA2020001.pdf,41,"Table_2a._Jordanian_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2020/1JOREA2020001.pdf,42,"Table_2b._Jordanian_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_percent_of_GDP)"
pdfs/Jordan/2020/1JOREA2020001.pdf,43,"Table_2c._Jordanian_Central_Government:_Summary_of_Quarterly_Fiscal_Operations,_2018–20_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2020/1JOREA2020002.pdf,15,"Table_2a._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2020/1JOREA2020002.pdf,16,"Table_2b._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_percent_of_GDP)"
pdfs/Jordan/2020/1JOREA2020002.pdf,17,"Table_2c._Jordan:_Central_Government:_Summary_of_Quarterly_Fiscal_Operations,_2019–20_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2021/1JOREA2021001.pdf,33,"Table_2a._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2021/1JOREA2021001.pdf,34,"Table_2b._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_percent_of_GDP)"
pdfs/Jordan/2021/1JOREA2021001.pdf,35,"Table_2c._Jordan:_Central_Government:_Summary_of_Quarterly_Fiscal_Operations,_2019–20_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2021/1JOREA2021001.pdf,36,"Table_2d._Jordan:_General_Government:_Summary_of_Fiscal_Operations,_2018–25_1_(In_millions_of_Jordanian_dinars,_unless_otherwise_noted)"
pdfs/Jordan/2021/1JOREA2021002.pdf,31,"Table_2a._Jordan:_Central_Government—Summary_of_Fiscal_Operations,_2019–26_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2021/1JOREA2021002.pdf,32,"Table_2b._Jordan:_Central_Government—Summary_of_Fiscal_Operations,_2019–26_1_(In_percent_of_GDP)"
pdfs/Jordan/2021/1JOREA2021002.pdf,33,"Table_2c._Jordan:_General_Government—Summary_of_Fiscal_Operations,_2019–26_1_(In_millions_of_Jordanian_dinars,_unless_otherwise_noted)"
pdfs/Jordan/2021/1JOREA2021002.pdf,34,"Table_2d._Jordan:_Central_Government—Summary_of_Quarterly_Fiscal_Operations,_2020–21_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2022/1JOREA2022001.pdf,29,"Table_2a._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2019–26_1_(In_millions_of_Jordanian_dinars)"
pdfs/Jordan/2022/1JOREA2022001.pdf,30,"Table_2b._Jordan:_Central_Government:_Summary_of_Fiscal_Operations,_2019–26_1_(In_percent_of_GDP)"
pdfs/Jordan/2022/1JOREA2022001.pdf,31,"Table_2c._Jordan:_General_Government:_Summary_of_Fiscal_Operations,_2019–26_1_(In_millions_of_Jordanian_dinars,_unless_otherwise_noted)"
pdfs/Jordan/2022/1JOREA2022001.pdf,32,"Table_2d._Jordan:_Central_Government:_Summary_of_Quarterly_Fiscal_Operations,_2021–22_(In_millions_of_Jordanian_dinars)"
"pdfs/Kazakhstan, Republic of/2020/1KAZEA2020001.pdf",34,"Table_5a._Kazakhstan:_General_Government_Fiscal_Operations,_2016–25_1_(In_billions_of_tenge)"
"pdfs/Kazakhstan, Republic of/2020/1KAZEA2020001.pdf",35,"Table_5b._Kazakhstan:_General_Government_Fiscal_Operations,_2016–25_1_(In_percent_of_GDP)"
pdfs/Kenya/2018/cr18295.pdf,39,"Table_2a._Kenya:_Central_Government_Financial_Operations,_201617—2020211_"
